absolute_community,absolute_unigram_topic,absolute_unigram_keywords,weighted_community,weighted_unigram_topic,weighted_unigram_keywords,absolute_bigram_topic,absolute_bigram_keywords,weighted_bigram_topic,weighted_bigram_keywords,members
2,7,"['ban', 'muslim', 'trumps', 'travel', 'trump', 'country', 'support', 'immigration', 'americans', 'muslimban', 'not']",0,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[29442313, 773971417234890753, 777158905688449028]"
8,7,"['ban', 'muslim', 'trumps', 'travel', 'trump', 'country', 'support', 'immigration', 'americans', 'muslimban', 'not']",68,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",14,"['muslimban', 'resist', 'trumpleak', 'podcast']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[15837659, 36538396, 58808888, 130617778, 134971995, 269348217, 1888341020, 2148326197, 2844693572, 2980312240, 768140059497365504, 803053854325542912, 814845550872948736]"
9,7,"['ban', 'muslim', 'trumps', 'travel', 'trump', 'country', 'support', 'immigration', 'americans', 'muslimban', 'not']",14,13,"['ban', 'trump', 'donald', 'trumps', 'immigration', 'travel', 'fire', 'muslim', 'attorney', 'general', 'state', 'cnn']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",8,"['ban', 'donald', 'trump', 'travel', 'trumps', 'immigration', 'fire', 'dissent_memo', 'fire_attorney', 'muslim', 'barack_obama', 'state_department']","[15464697, 17938103, 38971431, 47475039, 259321327, 302630755, 396450510, 3257958218, 3536755277, 707432781492699137, 824473943931293700]"
13,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",7,5,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'support', 'respect']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",4,"['muslimban', 'racist', 'standuptotrump', 'london', 'value']","[61374952, 1374510187, 1471218535, 1489867182, 2903325074, 4272870988, 756828470550859776, 766701225291251712, 790284844739629056, 812435736146350081, 824069683607310337]"
16,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",9,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[121817564, 2396355364, 3391168425]"
17,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",11,13,"['ban', 'trump', 'donald', 'trumps', 'immigration', 'travel', 'fire', 'muslim', 'attorney', 'general', 'state', 'cnn']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",8,"['ban', 'donald', 'trump', 'travel', 'trumps', 'immigration', 'fire', 'dissent_memo', 'fire_attorney', 'muslim', 'barack_obama', 'state_department']","[18082945, 279425578, 414638265, 616260000, 1568656350, 2927222132, 3033123912, 3740303121, 4794182534]"
18,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",12,4,"['muslimban', 'canada', 'trump', 'europe', 'lax']",12,"['migrant_europe', 'foxnew_breitbart', 'maga_vet', 'muslimban', 'canada', 'breitbart']",0,"['muslimban', 'faith_passport', 'leave_lax', 'target_base', 'lax', 'case_wonder', 'protest_exist', 'faith', 'target', 'arrive_lax', 'ask_religious', 'retainer_suppose', 'chase_lawyer', 'ambulance', 'lax_smh', 'people', 'passport', 'break']","[21159536, 24443584, 50636372, 62065766, 130139655, 150708880, 293750409, 293795578, 342034927, 414783141, 473630309, 554223879, 729264218, 848478188, 851376192, 1101298442, 1322873018, 1336902607, 1489325107, 1626294277, 2555055486, 2734172982, 2804138785, 2914421262, 2930948224, 2960637632, 3426731170, 709492573421764608, 757659763928866816, 806394851822551040, 817142310588841984, 825010900277014528, 825159194751881216]"
19,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",64,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[972651, 16815644, 18993395, 25053299, 36327407, 162437804, 193904555, 800676192, 2622227999, 821504432374501376]"
20,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",13,13,"['ban', 'trump', 'donald', 'trumps', 'immigration', 'travel', 'fire', 'muslim', 'attorney', 'general', 'state', 'cnn']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",8,"['ban', 'donald', 'trump', 'travel', 'trumps', 'immigration', 'fire', 'dissent_memo', 'fire_attorney', 'muslim', 'barack_obama', 'state_department']","[35228624, 90182089, 107794703, 132549988, 452995365, 458341983, 473519962, 573953385, 592877327, 857892534, 1083749497, 1125937411, 1300838640, 1725725448, 2225747204, 2858541770, 4105901787]"
22,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",15,1,"['iranian', 'crowd', 'themarchcontinue', 'atlanta', 'chant']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",7,"['theresistance_alternativefact', 'ban', 'executive_order', 'muslimban', 'vote', 'alternativefact', 'powerful_message']","[65698096, 239664892, 1566650000, 818655030970617857]"
23,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",48,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[22799750, 824270573203292200, 826037707084279809]"
24,5,"['ban', 'trump', 'donald', 'trumps', 'immigration', 'travel', 'fire', 'company', 'state', 'nodapl', 'muslim', 'general', 'cnn', 'attorney', 'big']",17,13,"['ban', 'trump', 'donald', 'trumps', 'immigration', 'travel', 'fire', 'muslim', 'attorney', 'general', 'state', 'cnn']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",8,"['ban', 'donald', 'trump', 'travel', 'trumps', 'immigration', 'fire', 'dissent_memo', 'fire_attorney', 'muslim', 'barack_obama', 'state_department']","[863001163, 863191454, 870859134, 870865213, 870872898, 870876488, 870879266, 870881976, 870882342, 870886394, 870886453, 870889484, 870892134, 870893084, 870895488, 870898004, 870898051, 870899796, 870901164, 870903090, 870903534, 870906686, 870907736, 870911347, 870912794, 870912895, 896433678, 896440986, 896449622, 915468734, 915656912, 915722492, 915760574, 915807048, 915807342, 915812143, 915896065, 915915606, 915932196, 915975206, 915986017, 916004004, 916006585, 916017960, 916037102, 916051280, 916141712, 916185487, 916342638, 916490078, 929528022, 929532313, 951795330, 951798776, 951825942, 953096516, 1091967787, 1091969084, 1091988979, 1092580321, 1092968340, 1093086042, 1093122954, 1093140967, 1094795100, 4431576263, 4496932162, 4501456696, 4506488051, 4577589252, 4697031619, 4697675496, 4698236432, 4699061804, 705010088587739136, 708109929941495809, 708153637780979712, 708204345469345792, 753111979355701248, 753118526911737856, 753124449491283968, 753135483530649600, 753146433897922560, 753150029808951297, 753245086503276545, 753257017985343488, 753261223056211968, 754526264065744896, 755773802613792769, 755801917125779457, 755807795702890496, 755808480037105664, 755814710847602688, 755820797202137088, 755848821448511488, 755853320858763264, 756235895880179712, 756249866553192448, 756264959336669184, 756271610244526080, 756286894376415232, 756303624167362560, 756337577960046593, 756369439541583872, 756385096224108544, 756397841925435392, 756399335533846528, 756423469265481728, 756482440215072768, 756727573401534464, 756773426640121856, 756842252295700480, 756867598743109632, 756875453483319296, 756881732826193921, 756891080294039553, 756891507173580800, 756891633086566400, 756893436091961345, 756896667174043648, 756904523189346304, 756905542979813376, 756909373197254656, 756911892535336960, 756912977866002433, 756915457672769536, 756916488829796352, 756919296312344576, 756922206555410432, 756925310289973249, 765572460586696704, 765676559256711168, 765807721782411264, 765809493590564864, 765812133221236736, 765838829454499841, 765857763712966657, 765869743328915456, 765875465114492928, 765877629308301312, 765881369943764992, 765890902317563904, 765895476755464192, 765907582259167233, 765909919019196416, 765910052708421632, 765914327887085568, 784263169996836900]"
25,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",18,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",7,"['theresistance_alternativefact', 'ban', 'executive_order', 'muslimban', 'vote', 'alternativefact', 'powerful_message']","[15311722, 20290608, 42176166]"
26,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",32,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[16002085, 24623545, 2316383071]"
27,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",19,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[375721095, 623102879, 2878831764, 747537404031082496]"
29,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",21,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[5914832, 247077085, 319939901, 4091551984, 803377497828106241]"
31,1,"['muslimban', 'resist', 'trumpleak', 'podcast', 'theresistance', 'impeachtrump']",22,11,"['podcast', 'muslimban']",14,"['muslimban', 'resist', 'trumpleak', 'podcast']",6,['podcast'],"[379463455, 394321115, 446152771, 574305212, 706717872, 2759493606, 3274836912, 4538687428, 711649894402928600, 714472739407532032, 714562213516685312, 715245592058978305, 716102970773999616, 724711124893990912, 732667678620409856, 734864156122329092, 738425324422107136, 743187808366518272, 743189445491494912, 746441692845309953, 759054028147859457, 763115371817738240, 776542522642268160, 792119664277069826, 793932599567810560, 794286055675543552, 800106603336769536, 813626233208655872, 818367612723703809, 818586359673651200, 819308323107389441, 819707795574497280]"
32,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",23,7,"['muslimban', 'maga', 'student', 'refugee', 'worth', 'migrant', 'dear', 'trump', 'americafirst', 'america', 'dream']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[461162710, 3178290264, 4853875997]"
33,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",24,13,"['ban', 'trump', 'donald', 'trumps', 'immigration', 'travel', 'fire', 'muslim', 'attorney', 'general', 'state', 'cnn']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[2758089935, 823679509320777729, 825902308340940800]"
34,7,"['ban', 'muslim', 'trumps', 'travel', 'trump', 'country', 'support', 'immigration', 'americans', 'muslimban', 'not']",25,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[420053339, 2163076560, 721321693092913153]"
35,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",26,7,"['muslimban', 'maga', 'student', 'refugee', 'worth', 'migrant', 'dear', 'trump', 'americafirst', 'america', 'dream']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[102862980, 109188899, 297795505, 2435495792]"
36,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",27,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[5405222, 369602017, 2209638102]"
38,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",29,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[18510860, 34553489, 799017600621641728]"
40,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",30,5,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'support', 'respect']",8,"['studentban', 'muslimban', 'notbanstudentvisa', 'worth_worldwide', 'iranian_student', 'notbanstudentvisa_studentban', 'nobannowall', 'studentban_plz', 'letthemin_respect', 'beautiful_mind', 'studentban_notbanstudentvisa', 'maga', 'support', 'notaterrorist_studentban', 'plz']",4,"['muslimban', 'racist', 'standuptotrump', 'london', 'value']","[2744552070, 3266563146, 4355797094, 727161588457857024, 758009417111576577, 804155175145533440]"
41,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",31,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[16935292, 546289246, 1382627982, 1549532077, 2891411482, 2891477268]"
42,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",106,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[115050842, 2271663888, 2347762888]"
43,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",34,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[18956073, 2178494170, 777784879832526848, 810975726090457088, 813877904933199873]"
44,11,"['muslimban', 'maga', 'trump', 'refugee', 'worth']",35,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[78686211, 4261318354, 817354613619707904]"
45,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",36,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[580312540, 2997809143, 772316186507812864]"
46,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",37,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",4,"['muslimban', 'racist', 'standuptotrump', 'london', 'value']","[402690551, 4146661151, 4209814889, 749400964000612352, 749534144246480896, 789458841360535552, 789672101036822528]"
47,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",38,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",1,"['muslim', 'america_heartland', 'america', 'muslimban', 'heartland', 'refuge', 'seek_refuge', 'seek_refuge_america_heartland', 'trump', 'maga', 'start_help', 'heartland_kill', 'refugee', 'migrant_europe', 'ohio']","[39689218, 121191757, 2167042661, 2554692524]"
48,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",39,2,"['muslimban', 'trump', 'theresistance', 'nobannowall', 'nomuslimban', 'muslim', 'vote', 'session']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[27402668, 58619025, 138168339]"
49,2,"['ban', 'trump', 'travel', 'immigration', 'trumps', 'president', 'order', 'protest', 'muslim', 'defend']",40,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",7,"['ban', 'trump', 'travel', 'trumps', 'immigration', 'donald', 'order', 'muslim', 'president', 'fire', 'executive_order']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[816653, 10876852, 275686563, 2474536224, 2722008668]"
51,9,"['muslimban', 'nobannowall', 'studentban', 'notbanstudentvisa', 'student', 'muslim', 'people', 'iranian', 'letthemin']",41,10,"['ban', 'trump', 'muslim', 'travel', 'trumps', 'immigration', 'order', 'president', 'america', 'seek', 'heartland', 'refuge', 'country', 'protest', 'refugee']",1,"['muslimban', 'nobannowall', 'muslim', 'trump', 'ban', 'executive_order', 'protest', 'people', 'refugee', 'student', 'iranian']",5,"['ban', 'trump', 'muslim', 'immigration', 'trumps', 'travel', 'order', 'executive_order', 'seek', 'protest', 'country']","[16153562, 1613211823, 773274076760551424]"
